company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
RDL group,rdl.group,https://www.linkedin.com/company/rdlgroup,Dnipro,Ukraine,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Lize,lize.ai,https://www.linkedin.com/company/lizeai,San Francisco Bay Area,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Trio Media,trio-media.co.uk,https://www.linkedin.com/company/trio-media-agency-uk,Leeds,United Kingdom,24,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Walkie Talkie,walkietalkie.agency,https://www.linkedin.com/company/walkietalkie,Ghent,Belgium,113,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Userfarm,userfarm.com,https://www.linkedin.com/company/userfarm,Camden,United Kingdom,11,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Next Level Affiliate Marketing,nextlevel.sl,https://www.linkedin.com/company/nextlevelaffiliatemarketing,Palma de Mallorca,Spain,27,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Bell&Swift,bellandswift.com,https://www.linkedin.com/company/bell-swift,Glasgow,United Kingdom,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
John&Jane makes Sense,johnandjane.be,https://www.linkedin.com/company/johnandjanemakessense,Ruiselede,Belgium,30,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
AV Alliance,avalliance.com,https://www.linkedin.com/company/global-av-alliance,Regensdorf,Switzerland,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Red Orbit,red-orbit.com,https://www.linkedin.com/company/red-orbit,Ljubljana,Slovenia,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Salestube,salestube.tech,https://www.linkedin.com/company/salestube,Warszawa,Poland,193,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Amsterdam Fashion Week,amsterdamfashionweek.nl,https://www.linkedin.com/company/amsterdam-international-fashion-week,Amsterdam,Netherlands,17,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
WeChamp,wechamp-entreprise.co,https://www.linkedin.com/company/wechamp-entreprise,BIARRITZ,France,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
DMC Nordic,dmc-nordic.com,https://www.linkedin.com/company/dmc-denmark,Copenhagen,Denmark,115,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
TI Health,swoop.com,https://www.linkedin.com/company/tihealth,New York,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Epiphany Search,jaywing.com,https://www.linkedin.com/company/epiphany-search,Leeds,United Kingdom,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
SIBERIA,siberia.io,https://www.linkedin.com/company/siberia-,New York,United States,41,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Qwamplify,qwamplify.com,https://www.linkedin.com/company/qwamplify,Levallois perret,France,199,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Yellow Pages (Malta) Ltd,yellow.com.mt,https://www.linkedin.com/company/yellowpagesmalta,Marsa,Malta,65,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Everything Branded,everythingbranded.co.uk,https://www.linkedin.com/company/everythingbranded.co.uk,Leicester,United Kingdom,89,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Clickio,clickio.com,https://www.linkedin.com/company/clickio,London,United Kingdom,26,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Thred Media,thredmedia.com,https://www.linkedin.com/company/thredmedia,London,United Kingdom,25,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Nanos - AI Marketing,nanos.ai,https://www.linkedin.com/company/nanos,Zurich,Switzerland,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
OH37,oh37.eu,https://www.linkedin.com/company/oh37,Madrid,Spain,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
MGI,mgicareers.com,https://www.linkedin.com/company/mgi-pa,Hatboro,United States,118,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Esparta Digital,espartadigital.com,https://www.linkedin.com/company/esparta-digital,Valencia/València,Spain,40,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Created by Black,createdbyblack.com,https://www.linkedin.com/company/createdbyblack,Copenhagen,Denmark,26,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
HelloProspect,hello-prospect.com,https://www.linkedin.com/company/helloprospect-b2b,New York,United States,50,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
ALLOVER PRODUCTION,plages-electroniques.com,https://www.linkedin.com/company/allover-production,Nice,France,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Chang Robotics,changrobotics.ai,https://www.linkedin.com/company/changrobotics,Jacksonville Beach,United States,31,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
AGENCE MTC,agencemtc.com,https://www.linkedin.com/company/meet-travel-com,Saint-Grégoire,France,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Magner Le Moment M,magner.fr,https://www.linkedin.com/company/magner,Irigny,France,45,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Deodato,deodato.co,https://www.linkedin.com/company/deodato-co,New York,United States,33,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Event Cycle,eventcycle.org,https://www.linkedin.com/company/event-cycle,London,United Kingdom,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Social Media Pirates - we are hiring,socialmediapiraten.de,https://www.linkedin.com/company/social-media-agentur-pirates,München,Germany,33,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
MXW,mxwstudios.com,https://www.linkedin.com/company/mxw,London,United Kingdom,40,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Ergodesign,ergo.design,https://www.linkedin.com/company/ergodesignhub,Kraków,Poland,17,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Nasas,agencianasas.com,https://www.linkedin.com/company/agencianasas,A Coruña,Spain,17,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Splash Sol Tech.,splashsol.com,https://www.linkedin.com/company/splashsol,London,United Kingdom,22,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Cube S.p.A.,cube.spa,https://www.linkedin.com/company/cubespa,Bari,Italy,48,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Venetian Meetings,venetianlasvegas.com,https://www.linkedin.com/company/venetianmeetings,Las Vegas,United States,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
N365,n365group.com,https://www.linkedin.com/company/n365group,Stockholm,Sweden,64,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
The Kiln,thekiln.com,https://www.linkedin.com/company/the-kiln-agency,,United States,36,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
BLUE-C,blue-c.no,https://www.linkedin.com/company/blue-c,Oslo,Norway,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Account Executive,parexcellancepr.com,https://www.linkedin.com/company/account-executive,,United States,941,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Ascensor | Digital Conversion Specialists,ascensor.com,https://www.linkedin.com/company/ascensor,Leeds,United Kingdom,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
NP Strategy,npstrategy.com,https://www.linkedin.com/company/np-strategy,Columbia,United States,37,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
iberoMEDIA,iberomedia.com,https://www.linkedin.com/company/iberomedia,Madrid,Spain,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Contractor Click,contractor.click,https://www.linkedin.com/company/contractorclick,Miami,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Palacio de Congresos de Córdoba,palaciodecongresosdecordoba.es,https://www.linkedin.com/company/palacio-de-congresos-de-cordoba,Córdoba,Spain,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Xavier Creative House (XCH),xaviercreative.com,https://www.linkedin.com/company/xavier-creativehouse,Philadelphia,United States,30,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Jaws Group,jaws.group,https://www.linkedin.com/company/jaws-group,,United States,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
The Design Forums - For Interior Designers & Architects,thedesignforums.com,https://www.linkedin.com/company/designsessions,London,United Kingdom,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Soho Square Athens,sohosquare.gr,https://www.linkedin.com/company/sohosquareathens,Kifisiá,Greece,27,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Mavens of London,mavens.co.uk,https://www.linkedin.com/company/mavens-of-london,London,United Kingdom,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Agence Raoul Paris,agenceraoul.com,https://www.linkedin.com/company/agence-raoul-paris,Paris,France,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
NIYU EVENT PRODUCTION,niyu.de,https://www.linkedin.com/company/niyu,Berlin,Germany,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Scheduling Worldwide™ by 4Service™,scheduling-europe.com,https://www.linkedin.com/company/4service,Vienna,Austria,87,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Revolve Marketing Executives,revolvemarketingexecutives.com,https://www.linkedin.com/company/revolve-marketing-executives,Houston,United States,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
M&C Marketing & Comunicazione Group -,mec-group.it,https://www.linkedin.com/company/marketing-&-comunicazione,Roma,Italy,95,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Alona Marketing,alonamarketing.nl,https://www.linkedin.com/company/alonamarketing,Eindhoven,Netherlands,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
THIS IS LOCCO,thisislocco.sk,https://www.linkedin.com/company/this-is-locco,Bratislava,Slovakia,44,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Adopt,weareadopt.com,https://www.linkedin.com/company/weareadopt,Portland,United States,34,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Allwag Promotions | Branded Merchandise & Clothing | Certified BCorp™,allwag.co.uk,https://www.linkedin.com/company/allwag-promotions-ltd,Hatfield Peverel,United Kingdom,41,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
EFS ESTUDI FERRAN SENDRA,efs.es,https://www.linkedin.com/company/efs-estudiferransendra,Cornellà,Spain,34,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Noble West,wearenoblewest.com,https://www.linkedin.com/company/wearenoblewest,Turlock,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Google My Business Review,facebook.com,https://www.linkedin.com/company/googlereview,Berkeley,United States,79,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
MyPublicInbox,mypublicinbox.com,https://www.linkedin.com/company/mypublicinbox,Madrid,Spain,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Ipsos B&A,ipsosbanda.ie,https://www.linkedin.com/company/ipsos-banda,Dublin,Ireland,101,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
