"first_name","last_name","full_name","title","company_name","company_domain","linkedin_url","email (if found)","seniority","source (blitz/clay/both)"
"Shashank","Tiwari","Shashank Tiwari","Co-Founder & CEO","uno.ai","uno.ai","https://www.linkedin.com/in/tshanky","","CXO","blitz"
"Colton","Frank","Colton Frank","CEO, Co-Founder","unPLUG Dining","unplugdining.com","https://www.linkedin.com/in/colton-frank-761b587a","","CXO","blitz"
"Gary","Hoberman","Gary Hoberman","Founder and CEO","Unqork","unqork.com","https://www.linkedin.com/in/gary-hoberman","","CXO","blitz"
"Allison","Barlaz","Allison Barlaz","VP, Marketing","Unqork","unqork.com","https://www.linkedin.com/in/allisonbarlaz","","VP","blitz"
"Craig","Steel","Craig Steel","Chief Revenue Officer (CRO)","Unqork","unqork.com","https://www.linkedin.com/in/crsteel","","CXO","blitz"
"Vijay","Anand","Vijay Anand","Founder & CEO","Unravel","unravelapp.com","https://www.linkedin.com/in/vijay1anand1","","CXO","blitz"
"Kunal","Agarwal♾️","Kunal Agarwal♾️","Co-founder and CEO","Unravel Data","unraveldata.com","https://www.linkedin.com/in/kunalkunal","","CXO","blitz"
"Sean","West","Sean West","Co-Founder","The Unruly Corporation","unrulycorp.com","https://www.linkedin.com/in/seanpwest1","","CXO","blitz"
"Mikael","Cho","Mikael Cho","Co-Founder/CEO","Unsplash","unsplash.com","https://www.linkedin.com/in/mikaelcho","","CXO","blitz"
"Matthew","Gould","Matthew Gould","Founder & CEO","Unstoppable AI","unstoppabledomains.com","https://www.linkedin.com/in/matthew-gould-7877361","","CXO","blitz"
"Brian S.","Raymond","Brian S. Raymond","Founder/CEO","Unstructured","unstructured.io","https://www.linkedin.com/in/brian-s-raymond","","CXO","blitz"
"Noah","Horton","Noah Horton","CEO","Unsupervised","unsupervised.com","https://www.linkedin.com/in/nhorton","","CXO","blitz"
"Tyler","Willis","Tyler Willis","Founder & COO","Unsupervised","unsupervised.com","https://www.linkedin.com/in/tylerwillis","","CXO","blitz"
"Aditya","Sharma","Aditya Sharma","Founder","Untether Labs","untetherlabs.com","https://www.linkedin.com/in/sharmaed","","CXO","blitz"
"Aaron","Peabody","Aaron Peabody","Co-Founder & CEO","Untitled","untitledfirm.com","https://www.linkedin.com/in/aaronpeabody","","CXO","blitz"
"Connor","Gaffney","Connor Gaffney","Co-Founder & Chief Operating Officer","Untitled","untitledfirm.com","https://www.linkedin.com/in/connor-gaffney","","CXO","blitz"
"Kramer","Caswell","Kramer Caswell","Co-Founder & VP of Marketing","Untitled","untitledfirm.com","https://www.linkedin.com/in/kramercaswell","","CXO","blitz"
"Dillon","Morgan","Dillon Morgan","CEO, Founder","UNUM","unum.la","https://www.linkedin.com/in/dillon-la","","CXO","blitz"
"Ashwin","Singhania","Ashwin Singhania","Co-Founder","Unwrap","unwrap.ai","https://www.linkedin.com/in/ashwin-singhania-53b6a72a","","CXO","blitz"
"Ryan","Millner","Ryan Millner","Co-founder & CEO","Unwrap","unwrap.ai","https://www.linkedin.com/in/ryanmillner","","CXO","blitz"
"Bassam","Tabbara","Bassam Tabbara","Founder and CEO","Upbound","upbound.io","https://www.linkedin.com/in/bassamtabbara","","CXO","blitz"
"Sarah","Strobhar","Sarah Strobhar","Chief Revenue Officer (CRO)","Upbound","upbound.io","https://www.linkedin.com/in/sarahstrobhar","","CXO","blitz"
"Josh","Edmonds","Josh Edmonds","Founder & CEO","UpBup","upbup.com","https://www.linkedin.com/in/upbup-josh","","CXO","blitz"
"Thierry","Soudee","Thierry Soudee","Founder & CEO","UpClear","upclear.com","https://www.linkedin.com/in/tsoudee","","CXO","blitz"
"Gabriele","Plate`","Gabriele Plate`","Chief Revenue Officer (CRO)","UpClear","upclear.com","https://www.linkedin.com/in/gabriele-plate-812a7053","","CXO","blitz"
"Berk","Mesta","Berk Mesta","Chief Revenue Officer","Updater","updater.com","https://www.linkedin.com/in/berk-mesta","","CXO","blitz"
"Tiara","Womack","Tiara Womack","Founder","UP Electromods","upelectromods.com","https://www.linkedin.com/in/womacktiara","","CXO","blitz"
"Eric","Grosgogeat","Eric Grosgogeat","CEO | Board Member","uPerform","uperform.com","https://www.linkedin.com/in/ericgrosgogeat","","CXO","blitz"
"Alex","Louisy","Alex Louisy","Co-founder, CEO","Upflow","upflow.io","https://www.linkedin.com/in/alexlouisy","","CXO","blitz"
"Ryan","Chan, CMRP","Ryan Chan, CMRP","Founder and CEO","UpKeep","upkeep.com","https://www.linkedin.com/in/ryan-chan-upkeep","","CXO","blitz"
"Tom","Sant","Tom Sant","Founder","Upland Qvidian","uplandsoftware.com","https://www.linkedin.com/in/tom-sant-3487963","","CXO","blitz"
"Will","Cannon","Will Cannon","Founder & CEO","UpLead","uplead.com","https://www.linkedin.com/in/will-cannon","","CXO","blitz"
"Sukemasa","Kabayama","Sukemasa Kabayama","Co-Founder and CEO","Uplift Labs","uplift.ai","https://www.linkedin.com/in/sukemasa-kabayama","","CXO","blitz"
"Jacob","Samuelson","Jacob Samuelson","Co-Founder + Chief Product Officer","Uplimit","uplimit.com","https://www.linkedin.com/in/jacobksamuelson","","CXO","blitz"
"Alex","King","Alex King","Head of Growth","UpNext","upnext.team","https://www.linkedin.com/in/alex-king-9b373b6b","","Director","blitz"
"Tara","Young","Tara Young","Co-Founder | Product Owner, Development & Design","Upnotch","upnotch.com","https://www.linkedin.com/in/tara-young-48a24950","","CXO","blitz"
"Tatia","Zuloaga","Tatia Zuloaga","CEO & Co-Founder","Upnotch","upnotch.com","https://www.linkedin.com/in/tatiazu","","CXO","blitz"
"Eric","Deslauriers, CPA","Eric Deslauriers, CPA","CEO","UpperBee","upperbee.com","https://www.linkedin.com/in/ericdeslaurierscma","","CXO","blitz"
"Jaap","V.","Jaap V.","Founder & CEO","UpsellPlus","upsellplus.com","https://www.linkedin.com/in/jaapvergote","","CXO","blitz"
"Mehmet","Bartu","Mehmet Bartu","Co-Founder & CRO","Upsonic","upsonic.ai","https://www.linkedin.com/in/bartub","","CXO","blitz"
"Mumtaz","Vural","Mumtaz Vural","Co-Founder","Upsonic","upsonic.ai","https://www.linkedin.com/in/mumtazvural","","CXO","blitz"
"Enes","Akar","Enes Akar","CEO","Upstash","upstash.com","https://www.linkedin.com/in/enesakar","","CXO","blitz"
"Jeong-Suh","Choi","Jeong-Suh Choi","Founder & CEO (YC W22)","Upswell (by Bobidi, Inc.)","upswell.ai","https://www.linkedin.com/in/choichoi","","CXO","blitz"
"Bruce","Brien","Bruce Brien","Office of the CEO - Strategic Initiatives","Uptempo","uptempo.io","https://www.linkedin.com/in/brucebrien","","CXO","blitz"
"Jonathan (Jon)","Baron","Jonathan (Jon) Baron","Chief Revenue Officer (CRO)","Uptempo","uptempo.io","https://www.linkedin.com/in/j-baron","","CXO","blitz"
"Matt","Keenan","Matt Keenan","CMO & Co-Founder","Uptic","uptic.io","https://www.linkedin.com/in/mpkeenan","","CXO","blitz"
"Ian","Todd","Ian Todd","VP of Sales","Uptick","uptick.com","https://www.linkedin.com/in/ianctodd","","VP","blitz"
"Jagadish","Gattu","Jagadish Gattu","Founder & CEO","UptimeAI Inc.","uptimeai.com","https://www.linkedin.com/in/jag-gattu","","CXO","blitz"
"Bill","Olsen","Bill Olsen","Co-Founder & CTO","UptimeHealth","uptimehealth.com","https://www.linkedin.com/in/billolsen","","CXO","blitz"
"Jinesh","Patel","Jinesh Patel","Co-Founder & CEO","UptimeHealth","uptimehealth.com","https://www.linkedin.com/in/jineshjpatel","","CXO","blitz"
"Russ","Baker","Russ Baker","Chief Revenue Officer","UptimeHealth","uptimehealth.com","https://www.linkedin.com/in/russ-baker-82792017","","CXO","blitz"
"Jack","Serfass","Jack Serfass","CEO / Co-Founder","Uptown Network","uptownnetwork.com","https://www.linkedin.com/in/jackserfass","","CXO","blitz"
"Nadine","Serfass","Nadine Serfass","CEO/ Co-founder","Uptown Network","uptownnetwork.com","https://www.linkedin.com/in/nadineserfass","","CXO","blitz"
"Mark","Evans","Mark Evans","Founder & CEO","Upvio AI","upvio.com","https://www.linkedin.com/in/mark-evans-ceo","","CXO","blitz"
"Chris","Kelly","Chris Kelly","CEO & Founder","Upwave","upwave.com","https://www.linkedin.com/in/christopherkelly","","CXO","blitz"
"Eric","Berg","Eric Berg","VP of Sales","Upwave","upwave.com","https://www.linkedin.com/in/bergeric","","VP","blitz"
"John","Bulgrin","John Bulgrin","Chief Revenue Officer","Upwave","upwave.com","https://www.linkedin.com/in/johnbulgrin","","CXO","blitz"
"Oleg","Kaganovich","Oleg Kaganovich","Founder","Sustineri Ventures","upwork.com","https://www.linkedin.com/in/kaganovich","","CXO","blitz"
"Jeff","Ellman ✔️","Jeff Ellman ✔️","Co-Founder","UrbanBound","urbanbound.com","https://www.linkedin.com/in/jeff-ellman-%e2%9c%94%ef%b8%8f-9a8189","","CXO","blitz"
"Michael","Krasman","Michael Krasman","CEO & Co-Founder","UrbanBound","urbanbound.com","https://www.linkedin.com/in/michaelkrasman","","CXO","blitz"
"Herman","Chandi","Herman Chandi","COO & Co-Founder","UrbanLogiq","urbanlogiq.com","https://www.linkedin.com/in/hermanchandi","","CXO","blitz"
"Mark","Masongsong","Mark Masongsong","CEO & Co-Founder","UrbanLogiq","urbanlogiq.com","https://www.linkedin.com/in/mark-masongsong-32a1492","","CXO","blitz"
"Drew","Messer, JD","Drew Messer, JD","CEO & Co-Founder","Urban SDK","urbansdk.com","https://www.linkedin.com/in/drewmesser","","CXO","blitz"
"Justin","D.","Justin D.","Chief Operating Officer (COO), Co-Founder","Urban SDK","urbansdk.com","https://www.linkedin.com/in/justinjdennis","","CXO","blitz"
"Stevie","Revill","Stevie Revill","CEO","UrbanTide","urbantide.com","https://www.linkedin.com/in/stevenrevill","","CXO","blitz"
"Chris","Grannell","Chris Grannell","Founder / CEO","Urban Zoo","urbanzoo.io","https://www.linkedin.com/in/chrisgrannellurbanzoo","","CXO","blitz"
"Nathaniel","Gibbs","Nathaniel Gibbs","Founder & CEO","UrgentIQ","urgentiq.com","https://www.linkedin.com/in/nathanielcramergibbs","","CXO","blitz"
"Priyank","Jain","Priyank Jain","Founder & CEO at UrSpayce® — AI-powered Workplace Operating System","UrSpayce®","urspayce.com","https://www.linkedin.com/in/itspriyankjain","","CXO","blitz"
"John","Zucchi","John Zucchi","Co-Founder","Agave","useagave.com","https://www.linkedin.com/in/johnzucchi","","CXO","blitz"
"Tom","Reno","Tom Reno","Co-Founder","Agave","useagave.com","https://www.linkedin.com/in/tomreno","","CXO","blitz"
"Mang-Git","Ng","Mang-Git Ng","Founder, CEO","Anvil","useanvil.com","https://www.linkedin.com/in/manggit","","CXO","blitz"
"Bernardo","N.","Bernardo N.","Co-Founder & CEO","Astro (useastro.com)","useastro.com","https://www.linkedin.com/in/bernardo-nishikawa","","CXO","blitz"
"Estefania","Gutierrez","Estefania Gutierrez","Co-Founder & COO","Astro (useastro.com)","useastro.com","https://www.linkedin.com/in/estefania-gutierrez-a7639490","","CXO","blitz"
"Alex","Boyd","Alex Boyd","Co-Founder","Wildfront","useaware.co","https://www.linkedin.com/in/alexcboyd","","CXO","blitz"
"Mac","M.","Mac M.","Co-Founder","Wildfront","useaware.co","https://www.linkedin.com/in/macmartine","","CXO","blitz"
"Hunter","McKinley 🛸","Hunter McKinley 🛸","Chief Executive Officer","Backtrack - AI Notes for Hosted Buyer Meetings","usebacktrack.com","https://www.linkedin.com/in/huntermoonshot","","CXO","blitz"
"Jordan","L. Walker 🌪️⚡️","Jordan L. Walker 🌪️⚡️","Co-Founder","Backtrack - AI Notes for Hosted Buyer Meetings","usebacktrack.com","https://www.linkedin.com/in/jordanlwalkerrr","","CXO","blitz"
"Nick","Thompson","Nick Thompson","Co-Founder & CEO","OLO Robotics","usebow.com","https://www.linkedin.com/in/nickthompsondcsl","","CXO","blitz"
"Ryan","Reynolds","Ryan Reynolds","Co-Founder & COO","Bruno","usebruno.com","https://www.linkedin.com/in/brunoapiclient","","CXO","blitz"
"James","Jones, Esq.","James Jones, Esq.","Co-Founder and CEO","Bump","usebump.com","https://www.linkedin.com/in/james-jones-jr-esq","","CXO","blitz"
"Nate","Yu","Nate Yu","CEO and Founder","Butter","usebutter.com","https://www.linkedin.com/in/nateyu","","CXO","blitz"
"Lauren","Newman","Lauren Newman","Chief Revenue Officer (CRO)","Button","usebutton.com","https://www.linkedin.com/in/lauren-newman-95700912","","CXO","blitz"
"Juan","A.","Juan A.","Founder","Caribou","usecaribou.com","https://www.linkedin.com/in/isjuanonline","","CXO","blitz"
"Rahul","Pattamatta","Rahul Pattamatta","Co-Founder and CEO","DataBrain Labs, Inc.","usedatabrain.com","https://www.linkedin.com/in/rahulpattamatta","","CXO","blitz"
"Benjamin","Benichou","Benjamin Benichou","CEO","Drop","usedrop.io","https://www.linkedin.com/in/benjaminbenichou","","CXO","blitz"
"Bill","Violante","Bill Violante","Co-Founder","Hatch","usehatch.ai","https://www.linkedin.com/in/bill-violante-858aa541","","CXO","blitz"
"Chris","Bache","Chris Bache","Co-Founder","Hatch","usehatch.ai","https://www.linkedin.com/in/chris-bache-2bb13023","","CXO","blitz"
"Tim","Geisenheimer","Tim Geisenheimer","Chief Revenue Officer","Hatch","usehatch.ai","https://www.linkedin.com/in/timgeisenheimer","","CXO","blitz"
"Nicolás","López","Nicolás López","Co-Founder & CPO","Horizon AI","usehorizon.ai","https://www.linkedin.com/in/nicolaslopez1000","","CXO","blitz"
"Nicolas","Scopesi","Nicolas Scopesi","Co-Founder & CEO","Horizon AI","usehorizon.ai","https://www.linkedin.com/in/scopesinicolas","","CXO","blitz"
"Ojonimi","Bako","Ojonimi Bako","CEO","Kaya AI","usekaya.ai","https://www.linkedin.com/in/ojonimi-bako","","CXO","blitz"
"Maria","Davidson","Maria Davidson","Founder & Executive Chairman","Kojo","usekojo.com","https://www.linkedin.com/in/maria-davidson-801a1058","","CXO","blitz"
"Micah","Rodman","Micah Rodman","Co-Founder & CEO","Kojo","usekojo.com","https://www.linkedin.com/in/micah-rodman-589776160","","CXO","blitz"
"Jared","Moor","Jared Moor","VP Sales","Kojo","usekojo.com","https://www.linkedin.com/in/jaredmoor","","VP","blitz"
"Sam","Reid","Sam Reid","Co-Founder","Loops - Pixel perfect audience insight","useloops.com","https://www.linkedin.com/in/samalexanderreid","","CXO","blitz"
"Dan","Vykhopen","Dan Vykhopen","Founder + CEO","Massive","usemassive.com","https://www.linkedin.com/in/danielvykhopen","","CXO","blitz"
"Harry","Qi","Harry Qi","Co-Founder & CEO","Motion","usemotion.com","https://www.linkedin.com/in/harryqi","","CXO","blitz"
"Martín","Lemos","Martín Lemos","Founder & CEO","Nemu","usenemu.com","https://www.linkedin.com/in/martinnemu","","CXO","blitz"
"Douglas","Carney","Douglas Carney","CEO & Cofounder","Odin","useodin.com","https://www.linkedin.com/in/doug123","","CXO","blitz"
"Cory","Okeefe","Cory Okeefe","Founder & CEO","Parallel","useparallel.com","https://www.linkedin.com/in/coryokeefe","","CXO","blitz"
"Bowie","Cheung","Bowie Cheung","Co-founder & CEO","Pepper","usepepper.com","https://www.linkedin.com/in/bowie-b-cheung","","CXO","blitz"
"Chetan","Narain","Chetan Narain","Co-Founder","Pepper","usepepper.com","https://www.linkedin.com/in/cnarain","","CXO","blitz"
"Nick","Ziech-Lopez","Nick Ziech-Lopez","Head of Growth","Pepper","usepepper.com","https://www.linkedin.com/in/nick-z-lo","","Director","blitz"
"Jared","Schwartzentruber","Jared Schwartzentruber","Founder, CEO","Prefix Maintenance","useprefix.com","https://www.linkedin.com/in/jaredschwartzentruber","","CXO","blitz"
"Del","Bunker","Del Bunker","VP of Sales","Prefix Maintenance","useprefix.com","https://www.linkedin.com/in/delbunker","","VP","blitz"
"Jimmy","Hsiao","Jimmy Hsiao","CEO","Quantum Compliance Systems","usequantum.com","https://www.linkedin.com/in/jimmy-hsiao-a5a4b52","","CXO","blitz"
"Lalit","Bakshi","Lalit Bakshi","Co-Founder, President at USEReady","USEReady","useready.com","https://www.linkedin.com/in/lalitbakshi","","CXO","blitz"
"Uday","Hegde","Uday Hegde","Co-founder & CEO","USEReady","useready.com","https://www.linkedin.com/in/udayhegde0","","CXO","blitz"
"Evan","Huck","Evan Huck","CEO & Co-Founder","UserEvidence","userevidence.com","https://www.linkedin.com/in/evanhuck","","CXO","blitz"
"Ray","Rhodes","Ray Rhodes","Co-Founder","UserEvidence","userevidence.com","https://www.linkedin.com/in/ray-rhodes-a0672568","","CXO","blitz"
"Alex","Eaton","Alex Eaton","VP Marketing","UserEvidence","userevidence.com","https://www.linkedin.com/in/alexeaton1","","VP","blitz"
"John","Marshall","John Marshall","President & CEO","Userful","userful.com","https://www.linkedin.com/in/john-marshall-ceo","","CXO","blitz"
"Tristan","Saunders","Tristan Saunders","Co-Founder","Userled","userled.io","https://www.linkedin.com/in/tristan-saunders-7a0aa3109","","CXO","blitz"
"Yann","Sarfati","Yann Sarfati","Co-Founder & CEO","Userled","userled.io","https://www.linkedin.com/in/userled","","CXO","blitz"
"Shrey","khokhra","Shrey khokhra","Co-Founder","Userology","userology.co","https://www.linkedin.com/in/shrey-khokhra-8320a7127","","CXO","blitz"
"Yazan","Sehwail","Yazan Sehwail","Co-Founder & CEO","Userpilot","userpilot.com","https://www.linkedin.com/in/yazan-sehwail","","CXO","blitz"
"Emilia","Korczynska","Emilia Korczynska","VP of Marketing","Userpilot","userpilot.com","https://www.linkedin.com/in/emiliakorczynska","","VP","blitz"
"Alfonso","de la Nuez","Alfonso de la Nuez","Strategic Evangelist & Co-Founder","UserTesting","usertesting.com","https://www.linkedin.com/in/alfonsodelanuez","","CXO","blitz"
"Akshat","Khare","Akshat Khare","Co-Founder","Sidecar","usesidecar.com","https://www.linkedin.com/in/akshat-khare-codebat","","CXO","blitz"
"Sudhanshu","Heda","Sudhanshu Heda","Co-Founder and CEO","Sidecar","usesidecar.com","https://www.linkedin.com/in/sudhanshu-heda","","CXO","blitz"
"Catheryn","Li","Catheryn Li","Co-Founder & CEO","Simple AI","usesimple.ai","https://www.linkedin.com/in/catherynli","","CXO","blitz"
"Zach","Kamran","Zach Kamran","Co-Founder & CTO","Simple AI","usesimple.ai","https://www.linkedin.com/in/zach-kamran","","CXO","blitz"
"Mark","Straub","Mark Straub","CEO","Smile ID","usesmileid.com","https://www.linkedin.com/in/markstraub","","CXO","blitz"
"Niko","Fotopoulos","Niko Fotopoulos","Co-Founder","Sparx","usesparx.com","https://www.linkedin.com/in/niko-fotopoulos","","CXO","blitz"
"Ricky","Pati","Ricky Pati","Co-Founder & CEO","Sparx","usesparx.com","https://www.linkedin.com/in/rickypati","","CXO","blitz"
"Sarah","Ahmad","Sarah Ahmad","CEO & Co-Founder","Stable","usestable.com","https://www.linkedin.com/in/sarah-ahmad-077049b5","","CXO","blitz"
"Wyatt","Tucker","Wyatt Tucker","Head of Growth (Marketing & Sales)","Stable","usestable.com","https://www.linkedin.com/in/wyatttucker","","Director","blitz"
"Logan","Harless","Logan Harless","Founder & CTO","String","usestring.ai","https://www.linkedin.com/in/logan-harless","","CXO","blitz"
"Rohit","Shenoy","Rohit Shenoy","CEO & Co-Founder","String","usestring.ai","https://www.linkedin.com/in/rohitshenoy2","","CXO","blitz"
"Andrew","Kitchell","Andrew Kitchell","CEO & Founder","Wheelhouse","usewheelhouse.com","https://www.linkedin.com/in/andrewkitchell","","CXO","blitz"
"John","Maus","John Maus","Co-Founder, Head of Finance and Operations","Wheelhouse","usewheelhouse.com","https://www.linkedin.com/in/john-maus","","CXO","blitz"
"Douglas","Sperr","Douglas Sperr","Founder and CEO","USGN, Inc. - USGlobalNet","usgn.net","https://www.linkedin.com/in/douglas-sperr-98a4158","","CXO","blitz"
"Henry","Peter","Henry Peter","Ushur, Inc. — Co-Founder & CTO","Ushur","ushur.ai","https://www.linkedin.com/in/henrytpeter","","CXO","blitz"
"Simha","Sadasiva","Simha Sadasiva","Co Founder & CEO","Ushur","ushur.ai","https://www.linkedin.com/in/simhasadasiva","","CXO","blitz"
"Eric","Davis","Eric Davis","CEO","USLege","uslege.ai","https://www.linkedin.com/in/eric-in-tech","","CXO","blitz"
"Laura","Carr","Laura Carr","Co-Founder & Chief Business Officer","USLege","uslege.ai","https://www.linkedin.com/in/laurauslege","","CXO","blitz"
"Naveed","Usman","Naveed Usman","Principal + CEO","Usman Group","usmangroup.com","https://www.linkedin.com/in/naveedusman","","CXO","blitz"
"Michael","Scholin, Au.D., CNIM","Michael Scholin, Au.D., CNIM","President/CEO/Founder","US Monitoring, Inc. (USMON)","usmon.com","https://www.linkedin.com/in/michael-scholin-au-d-cnim-a3097223","","CXO","blitz"
"Jen","Grogono","Jen Grogono","President & CEO","uStudio","ustudio.com","https://www.linkedin.com/in/jengrogono","","CXO","blitz"
"Michael","Wright","Michael Wright","VP of Sales","uStudio","ustudio.com","https://www.linkedin.com/in/michaelustudio","","VP","blitz"
"Jayanta","Karmakar","Jayanta Karmakar","Founder & CEO","Utah Tech Labs","utahtechlabs.com","https://www.linkedin.com/in/jayanta-karmakar","","CXO","blitz"
"Mike","McCloskey","Mike McCloskey","Co-Founder","Utilidex","utilidex.com","https://www.linkedin.com/in/mike-mccloskey-718a3517","","CXO","blitz"
"David L.","Cohen","David L. Cohen","CEO","Utility","utility.agency","https://www.linkedin.com/in/davidlcohen","","CXO","blitz"
"Devin","Hampton","Devin Hampton","CEO and Board Director","UtilityAPI","utilityapi.com","https://www.linkedin.com/in/devinhampton","","CXO","blitz"
"Ryan","Gottfried","Ryan Gottfried","CEO","UtilizeCore","utilizecore.com","https://www.linkedin.com/in/hellogotty","","CXO","blitz"
"Konda","Ankireddyapalli","Konda Ankireddyapalli","Founder & CEO","Utiltyx","utiltyx.com","https://www.linkedin.com/in/konda","","CXO","blitz"
"Falk","Bleyl","Falk Bleyl","Co-founder and CTO","Utopi","utopi.co.uk","https://www.linkedin.com/in/falkbleyl","","CXO","blitz"
"Jonathan","Burridge","Jonathan Burridge","Founder & CEO","Utopi","utopi.co.uk","https://www.linkedin.com/in/jonathanburridge","","CXO","blitz"
"Jonathan","Thomas","Jonathan Thomas","Chief Revenue Officer (CRO)","Utopi","utopi.co.uk","https://www.linkedin.com/in/jonathan-thomas-a844b21","","CXO","blitz"
"James","Heidlebaugh","James Heidlebaugh","CEO","Infinite World Games","utopiavr.world","https://www.linkedin.com/in/james-heidlebaugh-a9b78835","","CXO","blitz"
"Andrey","Alexandrov","Andrey Alexandrov","CEO/CTO","UUUSoftware.com","uuusoftware.com","https://www.linkedin.com/in/alexandrovandrey","","CXO","blitz"
"Moshe","Gershberg","Moshe Gershberg","CEO, CTO & Founder","Uventex Labs, Inc.","uventexlabs.com","https://www.linkedin.com/in/moshegershberg","","CXO","blitz"
"Ramya Durga","Krishnaganth","Ramya Durga Krishnaganth","Founder & Managing Partner","UVID Consulting","uvidconsulting.com","https://www.linkedin.com/in/ramyadurgak","","CXO","blitz"
"Ronak","Daga","Ronak Daga","Founder","UXMagic.AI","uxmagic.ai","https://www.linkedin.com/in/ronakndaga","","CXO","blitz"
"Adam","Fard","Adam Fard","Founder","UX Pilot AI","uxpilot.ai","https://www.linkedin.com/in/adamfard","","CXO","blitz"
"Harshvardhan","Kariwala","Harshvardhan Kariwala","Founder & Chief Executive Officer","VComply","v-comply.com","https://www.linkedin.com/in/harshvardhankariwala","","CXO","blitz"
"Guido","Meardi","Guido Meardi","CEO and Co-Founder","V-Nova Ltd.","v-nova.com","https://www.linkedin.com/in/guidomeardi","","CXO","blitz"
"Alberto","Rizzoli","Alberto Rizzoli","Co-Founder, CEO","V7","v7labs.com","https://www.linkedin.com/in/albertorizzoli","","CXO","blitz"
"Jason","Miller","Jason Miller","Head of Growth","V7","v7labs.com","https://www.linkedin.com/in/jsnmiller","","Director","blitz"
"Miodrag O.","Markovic","Miodrag O. Markovic","Co-Founder & Advisor","Vacabee","vacabee.com","https://www.linkedin.com/in/miodrag-o-markovic","","CXO","blitz"
"Martin","Gourdeau","Martin Gourdeau","CEO","Vacation Tracker","vacationtracker.io","https://www.linkedin.com/in/mgourdeau","","CXO","blitz"
"Baskar","Agneeswaran","Baskar Agneeswaran","Co-Founder","Superfans.io","vajro.com","https://www.linkedin.com/in/baskaragneeswaran","","CXO","blitz"
"Niwin","Santhosh","Niwin Santhosh","Chief Executive Officer","Superfans.io","vajro.com","https://www.linkedin.com/in/niwinsanthosh","","CXO","blitz"
"Pratik","Pandya","Pratik Pandya","VP of Sales & Customer Experience","Superfans.io","vajro.com","https://www.linkedin.com/in/pratik-pandya","","VP","blitz"
"Jamie","Cato","Jamie Cato","VP of Sales","Valant","valant.io","https://www.linkedin.com/in/jamie-cato-796a957","","VP","blitz"
"Max","Buchan","Max Buchan","Founder & CEO","Valarian","valarian.com","https://www.linkedin.com/in/maxbuchan","","CXO","blitz"
"Lucas","Rotter","Lucas Rotter","CEO & Co-Founder","Valcre®","valcre.com","https://www.linkedin.com/in/lucasrotter","","CXO","blitz"
"Dheev","Arulmani","Dheev Arulmani","Co-founder & COO","Valdera","valdera.com","https://www.linkedin.com/in/dheevarulmani","","CXO","blitz"
"Ed","Woiteshek","Ed Woiteshek","Co-Founder","Valeas Capital Partners","valeas.com","https://www.linkedin.com/in/ed-woiteshek-84970b3","","CXO","blitz"
"Kevin","Cunningham","Kevin Cunningham","CEO","Valence Intelligence","valenceintel.com","https://www.linkedin.com/in/kevin-cunningham-9a3551","","CXO","blitz"
"Amil","Khan","Amil Khan","Co-Founder / CEO","Valent","valent.co.uk","https://www.linkedin.com/in/amil-khan-181718173","","CXO","blitz"
"Abbas","Khaku","Abbas Khaku","Co-Founder and COO","Luca AI","valerianfunds.com","https://www.linkedin.com/in/abbaskhaku","","CXO","blitz"
"Eric","Bidinger","Eric Bidinger","Co-Founder, CEO","Luca AI","valerianfunds.com","https://www.linkedin.com/in/eric-bidinger-stanford","","CXO","blitz"
"Chris","McCall","Chris McCall","Cofounder, CEO","Valid8 Financial","valid8financial.com","https://www.linkedin.com/in/cmccall","","CXO","blitz"
"Tod","McDonald","Tod McDonald","Founder","Valid8 Financial","valid8financial.com","https://www.linkedin.com/in/todmcdonald","","CXO","blitz"
"Vincent","Horovitz","Vincent Horovitz","Head of Growth","Valid8 Financial","valid8financial.com","https://www.linkedin.com/in/vincent-horovitz-b0232051","","Director","blitz"
"Victor","Kippes","Victor Kippes","CEO","Validar Inc","validar.com","https://www.linkedin.com/in/vkippes","","CXO","blitz"
"Jigar","Shah","Jigar Shah","Co-Founder","Validat Limited","validat.co.uk","https://www.linkedin.com/in/jigarofficial","","CXO","blitz"
"Vaios","Vaitsis","Vaios Vaitsis","Founder and CEO","Validata Group","validata-software.com","https://www.linkedin.com/in/vaios-vaitsis-1b6612121","","CXO","blitz"
"Jonathan","Agee","Jonathan Agee","Co-Founder & CEO","Validatar","validatar.com","https://www.linkedin.com/in/jonathanagee","","CXO","blitz"
"Tom","Siddiqui","Tom Siddiqui","Chief Revenue Officer","Validis","validis.com","https://www.linkedin.com/in/tomsiddiqui","","CXO","blitz"
"Mark","Briggs","Mark Briggs","Chairman and CEO","Validity Inc.","validity.com","https://www.linkedin.com/in/mark-briggs-5534b71","","CXO","blitz"
"Jonas","Jacobi","Jonas Jacobi","CEO & Co-founder","ValidMind","validmind.com","https://www.linkedin.com/in/jonasjacobi","","CXO","blitz"
"Jan","Larsen","Jan Larsen","Chief Revenue Officer","ValidMind","validmind.com","https://www.linkedin.com/in/jan-larsen-ab23542","","CXO","blitz"
"Edward","Lewis","Edward Lewis","President & CEO","Valizant, Inc.","valizant.com","https://www.linkedin.com/in/edwardblewis","","CXO","blitz"
"John","Costello","John Costello","Chief Executive Officer","VALKAI.AI","valkai.ai","https://www.linkedin.com/in/johncostello","","CXO","blitz"
