company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Custom Staffing Services,https://www.customstaffingservices.com,https://www.linkedin.com/company/custom-staffing-services,Evansville,US,23,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Custom Staffing Solutions Birmingham, Al",https://cssbirmingham.com,https://www.linkedin.com/company/custom-staffing-solutions-birmingham-al,Birmingham,US,26,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Cybertech Recruiting And Staffing,https://www.cyber-inc.com,https://www.linkedin.com/company/cybertech-inc,Plymouth,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Cybervation, Inc",https://www.cybervationinc.com,https://www.linkedin.com/company/cybervation-inc,Dublin,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Cypress Creek Personnel Services, Inc",https://cypresscreekpersonnel.com,https://www.linkedin.com/company/cypress-creek-personnel-services-inc.,Houston,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Cyquest Business Solutions, Inc",https://www.cyquesthr.com,https://www.linkedin.com/company/cyquest-business-solutions-inc.,Atlanta,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"D E Consulting Solutions, Inc",https://www.dandeconsulting.com,https://www.linkedin.com/company/d&e-consulting-solutions-inc.,Westerville,US,29,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dak Resources. Inc,https://www.dakresources.com,https://www.linkedin.com/company/dak-resources.-inc,Jacksonville,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Datrose,https://www.datrose.com,https://www.linkedin.com/company/datrose,Webster,US,110,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
DATSON360 LLC,https://www.datson360.com,https://www.linkedin.com/company/datson-360,Lauderhill,US,47,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
DAVID BAGGA COMPANY,https://davidbagga.com,https://www.linkedin.com/company/david-bagga-company,Irvine,US,34,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dds Staffing,https://ddsstaffing.com,https://www.linkedin.com/company/dds-staffing-resources-inc.,Roswell,US,101,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
De Vore Recruiting,https://www.devorerecruiting.com,https://www.linkedin.com/company/de-vore-recruiting,Sherman Oaks,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
DeBellis Catherine & Morreale - Corporate Staffing,https://www.dcmstaffing.com,https://www.linkedin.com/company/debellis-catherine-morreale---corporate-staffing,Williamsville,US,18,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Decton Staffing Services,https://www.dectoninc.com,https://www.linkedin.com/company/decton-inc,Irvine,US,248,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dedicated Personnel Inc,https://dedicatedpersonnel.com,https://www.linkedin.com/company/dedicated-personnel-inc,Hoover,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Defender Services, Inc",https://www.defenderservices.com,https://www.linkedin.com/company/defender-services-inc,Columbia,US,90,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Delson Talent Consulting,https://www.delsontalent.com,https://www.linkedin.com/company/delsontalent,,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Delta Human Resource Agency,https://deltahra.org,https://www.linkedin.com/company/delta-human-resource-agency,Covington,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Demand,https://demandww.com,https://www.linkedin.com/company/demand,New York,US,36,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dental Connections,https://www.dentalconnections.com,https://www.linkedin.com/company/dental-connections-inc,Seattle,US,77,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dental Force,https://www.dentalforcetx.com,https://www.linkedin.com/company/dental-force,Spring,US,53,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dental Staffing Solutions,https://www.dentalstaffingsolutions.com,https://www.linkedin.com/company/dental-staffing-solutions-fl,Pinellas Park,US,48,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dental Power,https://www.dentalpower.com,https://www.linkedin.com/company/dentalpower,Carrboro,US,133,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Depaul Industries,https://www.depaulindustries.com,https://www.linkedin.com/company/depaul-industries,Portland,US,127,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Dependable Health Services, Inc",https://dependablehealthservices.com,https://www.linkedin.com/company/dependable-health-inc,San Antonio,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Dependent Specialists, Inc Dsi",https://www.dependentspecialists.com,https://www.linkedin.com/company/dependent-specialists,Rancho Santa Margarita,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Deploy Hr, Inc",https://www.deployhr.com,https://www.linkedin.com/company/deployhr,Pleasanton,US,201,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Development Resource Group,https://www.dr-group.com,https://www.linkedin.com/company/development-resource-group,Mounds View,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Diamond Staffing, Inc",https://www.diamondstaffinginc.com,https://www.linkedin.com/company/diamond-staffing-inc.,Northboro,US,98,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Digital People,https://www.digitalpeople.net,https://www.linkedin.com/company/digital-people,Cincinnati,US,62,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Digitee Corp Solution Inc., Usa",https://www.dcsius.com,https://www.linkedin.com/company/digitee-corp-solution-inc.-usa,Troy,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Direct Placement Apartment Staffing,https://www.directapartmentstaffing.com,https://www.linkedin.com/company/direct-placement-apartment-staffing,Arlington,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Disabledperson, Inc",https://www.disabledperson.com,https://www.linkedin.com/company/disabledperson-inc.,Encinitas,US,123,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Discovery Outsourcing,https://www.discoveryoutsourcing.com,https://www.linkedin.com/company/discovery-outsourcing,Greenwood Village,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Diversified Staffing Group,https://dsgworld.com,https://www.linkedin.com/company/diversified-staffing-group,Portland,US,31,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
DKKD Staffing,https://www.dkkdstaffing.com,https://www.linkedin.com/company/dkkd-staffing,Westlake Village,US,44,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dm Payroll Solutions,https://www.dmpayroll.com,https://www.linkedin.com/company/dm-payroll-solutions,Troy,US,22,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dmdickason Personnel Services,https://www.dmdickason.com,https://www.linkedin.com/company/dmdickason-personnel-services,El Paso,US,88,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dnr,https://www.d-n-r.com,https://www.linkedin.com/company/dnr,Iselin,US,596,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Doherty Staffing Solutions,https://www.doherty.com,https://www.linkedin.com/company/doherty-staffing-solutions,Edina,US,176,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Dollar Staffing, Inc",https://www.dollarstaffing.com,https://www.linkedin.com/company/dollarstaffing,Washington,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Donovan & Watkins,https://www.donwat.com,https://www.linkedin.com/company/donovan-and-watkins,Houston,US,65,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dpi Staffing,https://www.dpistaffing.com,https://www.linkedin.com/company/dpi-staffing,Portland,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dracs Consulting Group,https://dracsgroup.com,https://www.linkedin.com/company/dracs-consulting-group,Decatur,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Drake & Company Staffing Solutions,https://www.drakeandcompany.com,https://www.linkedin.com/company/drake-&-company-staffing-specialists,Madison,US,49,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
DRV Staffing,https://www.drvstaffing.com,https://www.linkedin.com/company/drv-staffing,Port St Lucie,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Duvall Enterprises,https://duvallenterprises.net,https://www.linkedin.com/company/duvallenterprises,Charmco,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dynamic Office & Accounting Solutions,https://www.go2dynamic.com,https://www.linkedin.com/company/dynamic-office-and-accounting-solutions,Danville,US,68,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Dynamics Executive Search,https://www.dynamicsnyc.com,https://www.linkedin.com/company/dynamics-associates,,US,48,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Etalentnetwork,https://www.etalentnetwork.com,https://www.linkedin.com/company/e-talentnetwork,Mclean,US,169,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Early Bird Pediatric Therapy Clinic, Inc",https://earlybirdtherapy.com,https://www.linkedin.com/company/early-bird-pediatric-therapy-clinic-inc,El Paso,US,45,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Ecb Services, Inc",https://www.ecbservice.com,https://www.linkedin.com/company/ecb-services-inc,Pensacola,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Echo Locum Tenens,https://www.echolocum.com,https://www.linkedin.com/company/echolocumtenens,Westlake,US,63,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Eco-Staff, LLC",https://www.eco-staff.com,https://www.linkedin.com/company/eco-staff-llc,Houston,US,98,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Economic Security Corporation,https://www.escswa.org,https://www.linkedin.com/company/economic-security-corporation,Joplin,US,76,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Ecs, Inc",https://www.ecsjobs.com,https://www.linkedin.com/company/ecs-inc-,Dania Beach,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Edge Information Management, Inc",https://www.edgeinformation.com,https://www.linkedin.com/company/edgeinformationmanagementinc,Melbourne,US,40,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Edna A. Rice Executive Recruiters,https://ednarice.com,https://www.linkedin.com/company/edna-a-rice-executive-recruiters-inc-,League City,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Executive Search Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Educational Data Systems Incorporated,https://www.edsisolutions.com,https://www.linkedin.com/company/educational-data-systems-incorporated,Bbb,US,92,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Egiants Technologies Llc,https://www.theegiants.com,https://www.linkedin.com/company/egiants-technologies-llc,Denton,US,114,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Electrical Alliances Llc,https://www.electricalalliances.com,https://www.linkedin.com/company/electrical-alliances-llc,Sand Springs,US,21,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Eli,https://www.elisolutions.com,https://www.linkedin.com/company/eli,Troy,US,331,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Elink Recruiting Solutions,https://elinkrecruiting.com,https://www.linkedin.com/company/elink-recruiting-solutions,Atlanta,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Elite Employment Center,https://www.eliteemploymentcenter.com,https://www.linkedin.com/company/elite-employment-center,Ashtabula,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Elite Placement Group, Inc.",https://www.eliteplacementgroup.com,https://www.linkedin.com/company/elite-placement-group,Los Angeles,US,30,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Elite - Staffing Firm,https://staffwithelite.com,https://www.linkedin.com/company/elite-tek-services,Costa Mesa,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Elite Workforce Management,https://www.eliteonpremise.com,https://www.linkedin.com/company/elite-workforce-mangament,Tulsa,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Embtel, Inc",https://embtel.com,https://www.linkedin.com/company/embtelinc,Fremont,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Emigra Worldwide,https://www.emigra.com,https://www.linkedin.com/company/emigra_2,Vienna,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Employee Liability Management (ELM),https://www.elminfo.com,https://www.linkedin.com/company/employee-liability-management-elm-,Mobile,US,40,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Employer's Guardian,https://www.employersguardian.com,https://www.linkedin.com/company/employer's-guardian-llc-,Gold River,US,18,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Employers Choice Plus,https://www.echoiceplus.com,https://www.linkedin.com/company/employers-choice-plus,West Chester,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Employers Depot, Inc",https://www.employersdepot.com,https://www.linkedin.com/company/employers-depot-inc-,Ventura,US,31,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Employers Logic,https://www.employerslogic.com,https://www.linkedin.com/company/employers-logic,Spring Grove,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Employers Resource,https://employers-resource.com,https://www.linkedin.com/company/employersresourceca,San Marcos,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Employment 2000, Inc",https://www.e2000staffing.com,https://www.linkedin.com/company/employment-2000,Providence,US,36,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Employment Connections, Inc",https://ecijobs.com,https://www.linkedin.com/company/employment-connections-inc.,Spencer,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Employment Screening Services, Inc",https://www.employscreen.com,https://www.linkedin.com/company/employment-screening-services-inc,Spokane,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Employ-Temps Staffing Services,https://www.employtemps.com,https://www.linkedin.com/company/employtemps,North Canton,US,62,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Energeo Staffing Services,https://www.energeostaffing.com,https://www.linkedin.com/company/energeo-staffing-services,Plainfield,US,52,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Energy Services Group International,https://www.esgi.net,https://www.linkedin.com/company/energy-services-group-international,Toano,US,28,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Enterprise Medical Staffing,https://estaffingagency.com,https://www.linkedin.com/company/enterprise-staffing,Dallas,US,37,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Esa Staffing And Screening,https://www.esa-staffing.com,https://www.linkedin.com/company/esastaffing,Monticello,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Esearch,https://www.esearchjobs.com,https://www.linkedin.com/company/esearch,Independence,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Esparza Enterprises Inc,https://esparzaenterprises.com,https://www.linkedin.com/company/esparza-enterprises-inc,Coachella,US,106,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Etcon Employment Solutions,https://www.etcon.net,https://www.linkedin.com/company/etcon-employment-solutions,Gainesville,US,72,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Etd Services,https://www.etdservices.com,https://www.linkedin.com/company/etd-services,Livonia,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Etowah Employment,https://www.etowahemployment.com,https://www.linkedin.com/company/etowah-employment,Rome,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Excel Personnel Services,https://www.excelpersonnelservices.com,https://www.linkedin.com/company/excel-personnel-services,Lompoc,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Excel Staffing,https://www.excelstaff.com,https://www.linkedin.com/company/excel-staffing,Albuquerque,US,135,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Excel Temporary Service,https://www.exceltemporary.com,https://www.linkedin.com/company/excel-temporary-service,Hillsboro,US,39,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Executive Dynamics Search,https://www.execdynamics.com,https://www.linkedin.com/company/executive-dynamics-search,Encinitas,US,18,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
