company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Finezi Inc.,https://www.finezi.com,https://www.linkedin.com/company/finezi-inc,Palm Beach Gardens,US,42,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Fit Staffing,https://www.fitstaffingsolutions.com,https://www.linkedin.com/company/fit-solutions-llc,Northampton,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Foodemployment.Com,https://www.foodemployment.com,https://www.linkedin.com/company/foodemployment,Bradenton,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"FPC of Greensboro, NC",https://www.fpcgboro.com,https://www.linkedin.com/company/fpc-of-greensboro-nc,Greensboro,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Fss Staffing,https://fssstaffing.biz,https://www.linkedin.com/company/fssstaffing,Dover,US,26,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Full Steam Staffing NJ LLC,https://www.fullsteamstaffingnj.com,https://www.linkedin.com/company/full-steam-staffing-nj-llc,Clark,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Career Professionals,https://www.gocpi.com,https://www.linkedin.com/company/gocpi,Edina,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
GroupOne Background Screening Services,https://www.gp1.com,https://www.linkedin.com/company/groupone-services,Irving,US,34,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Hansen Agri-Placement,https://www.hansenagriplacement.com,https://www.linkedin.com/company/hansen-agri-placement,Grand Island,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Harris Global,https://www.harris-global.com,https://www.linkedin.com/company/harris-global,Oxted,GB,22,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Health And Science Center, Inc",https://www.healthandsciencecenter.com,https://www.linkedin.com/company/health-and-science-center,Lima,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
HireSource Solutions,https://www.hire-source.com,https://www.linkedin.com/company/hiresource-solutions,Cherry Hill,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Hiretech,https://hiretech.us,https://www.linkedin.com/company/hiretech_2,San Diego,US,44,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Howard Lee And Associates,https://howardlee1.com,https://www.linkedin.com/company/howard-lee-and-associates,Irvine,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Hr Choice,https://www.hrchoice.com,https://www.linkedin.com/company/hr-choice,Centennial,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Hr Consultants, Inc",https://www.hrconsults.com,https://www.linkedin.com/company/hr-consultants-inc-,Johnstown,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Hr Inspire Ltd,https://hrinspire.co.uk,https://www.linkedin.com/company/hr-inspire-resourcing,Tring,GB,32,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"HRBoost, LLC.",https://www.hrboost.com,https://www.linkedin.com/company/hrboost-llc.,Libertyville,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
HR Recruiting Services,https://www.hrrecruitingservices.com,https://www.linkedin.com/company/hrrecruitingservices,Palm Desert,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Hughes And Associates,https://www.haallc.com,https://www.linkedin.com/company/hughes-and-associates,Charlotte,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Humanworks Affiliates Inc,https://humanworksaffiliates.com,https://www.linkedin.com/company/humanworks-affiliates-inc,Allentown,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"I-Tek Solutions, Llc",https://i-teksolutions.com,https://www.linkedin.com/company/i-tek-solutions-llc,Scottsdale,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Insearch Recruiting,https://www.insearchrecruiting.com,https://www.linkedin.com/company/insearch-inc.,Omaha,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Integra Staffing,https://www.integrastaffing.com,https://www.linkedin.com/company/integra-staffing,Charlotte,US,44,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Island Staffing,https://www.islandstaffing.us,https://www.linkedin.com/company/island-staffing,Oceanside,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Itecco Limited,https://www.itecco.co.uk,https://www.linkedin.com/company/iteccorecruitment,Didsbury,GB,47,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
J. Patrick & Associates,https://www.jpatrick.com,https://www.linkedin.com/company/j--patrick-&-associates,Kingston,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
J. Kent Staffing,https://www.jkentstaffing.com,https://www.linkedin.com/company/jkentstaffinginc,Denver,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Job Nexus,https://jobnexus.com,https://www.linkedin.com/company/jobnexus,Lewes,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Judson Group,https://www.judson-group.com,https://www.linkedin.com/company/judson-group,Grand Rapids,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Cour Consultants Inc,https://courconsultants.com,https://www.linkedin.com/company/kesha-courville-2a54503,Dallas,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Executive Search Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Kinetic Staffing, LLC",https://www.kineticstaffing.com,https://www.linkedin.com/company/kinetic-staffing-llc,Madison,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Kirby Partners,https://www.kirbypartners.com,https://www.linkedin.com/company/kirby-partners,Orlando,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Executive Search Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Kofi Group,https://www.kofi-group.com,https://www.linkedin.com/company/kofi-group,Houston,US,39,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Labor Connections, Llc",https://www.laborconnectionsllc.com,https://www.linkedin.com/company/laborconnectionsllc,Conover,US,53,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Law Dawgs, Inc",https://www.lawdawgs.com,https://www.linkedin.com/company/law-dawgs-inc-,Seattle,US,23,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Linda Hertz Group,https://lindahertz.com,https://www.linkedin.com/company/linda-hertz-group,Los Angeles,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Local 53,https://ibewlocal53.org/home/home.asp,https://www.linkedin.com/company/local-53,Dallas,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Lorelei Staffing,https://www.loreleistaffing.com,https://www.linkedin.com/company/lorelei-personnel,East Brunswick,US,23,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Margolin,https://www.margolin.nl,https://www.linkedin.com/company/margolin_2,Utrecht,NL,81,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Marketplace Professional Staffing,https://www.marketplacestaffing.com,https://www.linkedin.com/company/marketplacestaffing,Greenville,US,28,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
The Mcsweeney Group,https://www.mcsweeneygroup.com,https://www.linkedin.com/company/mcsweeney-miller-executive-career-consulting,Salt Lake City,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Medical Contracting Services, Inc",https://www.medicalcontracting.com,https://www.linkedin.com/company/medical-contracting-services,Dallas,US,21,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Medtemps,https://www.nuwestgroup.com,https://www.linkedin.com/company/medtemps,Bellevue,US,52,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Mentour Corporation,https://mentourcorp.com,https://www.linkedin.com/company/mentourcorp,Edison,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Merlino Fine Foods,https://www.merlino.com,https://www.linkedin.com/company/merlino-fine-foods,Seattle,US,22,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Mid-Cumberland Human Resource Agency,https://www.mchra.com,https://www.linkedin.com/company/mid-cumberland-human-resource-agency,Nashville,US,55,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Mis En Place,https://misenpl.com,https://www.linkedin.com/company/mis-en-place,Philadelphia,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Mixed Staffing And Recruiting,https://www.mixedmi.com,https://www.linkedin.com/company/mixedmi,Grand Rapids,US,37,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Monarch Recruiters,https://monarchrecruiters.com,https://www.linkedin.com/company/monarchrecruiters,New York,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Moore Staffing Services,https://www.moorestaffing.com,https://www.linkedin.com/company/moore-staffing-services,Methuen,US,31,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Motoplex Of Norfolk,https://www.motoplexofnorfolk.com,https://www.linkedin.com/company/motoplex-of-norfolk,Norfolk,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Moulton & Hardin, Inc. M&h Onesource",https://www.mh1s.com,https://www.linkedin.com/company/moulton-&-hardin-inc--m&h-one-source,Athens,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Msm Healthcare Ltd,https://msmhealthcare.co.uk,https://www.linkedin.com/company/msm-healthcare-ltd,Cambridge,GB,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Mulvey International, Inc",https://www.mulveyinternational.com,https://www.linkedin.com/company/mulvey-internationa-recruiting,Coronado,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
My People Person,https://mypeopleperson.com,https://www.linkedin.com/company/my-people-person,Dallas,US,34,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Naturaldata, Inc",https://naturaldatainc.com,https://www.linkedin.com/company/naturaldata-inc-,Scottsdale,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Nease Personnel Services, Inc",https://www.neasepersonnel.com,https://www.linkedin.com/company/nease-personnel-services-inc-,Greenville,US,25,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Network ESC A Division of Network Temps, Inc.",https://www.networkesc.com,https://www.linkedin.com/company/network-esc-a-division-of-network-temps-inc,New York,US,30,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
New Life Staffing,https://www.newlifestaffing.com,https://www.linkedin.com/company/new-life-staffing,Pottstown,US,22,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Npps, Inc",https://www.npps1.com,https://www.linkedin.com/company/npps-inc.,Tampa,US,66,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Office Recruiters,https://www.officerecruiters.com,https://www.linkedin.com/company/office-recruiters-usa,Hot Springs,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
OmegaHires,https://www.omegahires.com,https://www.linkedin.com/company/omegahires,Herndon,US,39,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Opalstaff,https://www.opalstaff.com,https://www.linkedin.com/company/opalstaff,Millersville,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Operating Systems Inc,https://www.osihouston.com,https://www.linkedin.com/company/operating-systems-inc-,Houston,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Optime Pro Gmbh,https://www.optime-pro.eu,https://www.linkedin.com/company/optime-pro-gmbh,Langen Hessen,DE,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Origin Staffing,https://originstaff.com,https://www.linkedin.com/company/originstaffing-bostonrecruitingagency,Boston,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Ossanna Consulting,https://www.ossanna.com,https://www.linkedin.com/company/ossanna-consulting,Barrington,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Parker and Associates Recruiting,https://www.parkerrecruiting.com,https://www.linkedin.com/company/parker-and-associates-recruiting,Fort Worth,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
"Partners In Diversity, Inc.",https://partnersindiversity.com,https://www.linkedin.com/company/partners-in-diversity,Pasadena,US,29,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Payroll Resource Group,https://www.prgonline.com,https://www.linkedin.com/company/payroll-resource-group,San Francisco,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Penguin Recruitment,https://www.penguinrecruitment.co.uk,https://www.linkedin.com/company/penguin-recruitment,Birmingham,GB,62,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Personahr,https://www.personahr.com,https://www.linkedin.com/company/personahr,Rancho Cucamonga,US,25,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Personnel Placements,https://www.personnel-placements.co.uk,https://www.linkedin.com/company/personnel-placements,Salisbury,GB,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Personnel Services Unlimited,https://www.psuhasjobs.com,https://www.linkedin.com/company/personnel-services-unlimited,Shelby,US,31,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Phoenix Labor Group,https://phoenixlaborgroup.com,https://www.linkedin.com/company/phoenix-labor-group,Ocean Springs,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
Phr Staffing Solutions,https://phrservices.com,https://www.linkedin.com/company/phr-staffing-solutions,Lakeland,US,19,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Round 3: Blitz Find People scoped to company.linkedin_url (final batch of previously-unsourced companies); 2 obvious non-company/government entries (US Army, a UK district council) manually excluded post-hoc"
