"company_name","domain","linkedin_url","hq_city","hq_country","employee_count","estimated_revenue","industry","signal(s)","qualified (yes/no)","notes"
"Conceptdigital","conceptdigital.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Concierge.ai","concierge.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Concierge Live","conciergelive.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Concord","concord.app","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Concourse Cloud","concourse-cloud.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Concourse","concourse.co","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Condor","condorsoftware.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conductiv","conductiv.co","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConductorAI","conductorai.co","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"C1","conductorone.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conduit AI","conduit.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conduktor","conduktor.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cone CRM","conecrm.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conexiom","conexiom.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conexus AI","conexus.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Confiant Inc","confiant.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Confidence Systems","confidence.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Confido","confidotech.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConfigAir, LLC.","configair.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConfigureTek","configuretek.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Confirm","confirm.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Confirmed","confirmedapp.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConformIQ","conformiq.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Congruity360","congruity360.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connamara","connamara.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"EP3® by Connamara Technologies","connamara.tech","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConnectAndSell, Inc","connectandsell.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connectbase","connectbase.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connected-Stories","connected-stories.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connect Tech+Talent","connecttechtalent.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connektica","connekti.ca","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connex Digital","connex.digital","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connexure","connexure.co","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Connixt","connixt.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conntour","conntour.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conquer","conquer.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conquer Experience Inc.","conquerexperience.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conquest Planning","conquestplanning.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Consark.ai","consark.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conscia","conscia.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Consider","consider.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Constellation4","constellation4.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Constellation Network","constellationnetwork.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Constrafor","constrafor.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Construct CRM","constructcrm.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Dodge Construction Network","construction.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"supercrew","constructionclock.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Consultare America","consultare.net","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ContactPoint 360","contactpoint360.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ContactSwing.AI","contactswing.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Container Solutions","container-solutions.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Content Distribution","contentdistribution.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Contently","contently.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Context Labs BV","contextlabs.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ContextQA","contextqa.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Contextual AI","contextual.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Contilio AI","contilio.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Continu","continu.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Continue","continue.co","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Continuent","continuent.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Continuum Industries","continuum.industries","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Continuum Venture Partners","continuumvp.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Continuus","continuus.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Contracts 365","contracts365.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ContractSafe","contractsafe.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ContraForce","contraforce.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Contrast Security","contrastsecurity.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ControlQore","controlqore.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ControlRooms.ai","controlrooms.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ControlUp","controlup.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convai","convai.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convalt Energy","convalt.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convergent Science","convergecfd.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConvergeHub","convergehub.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convergence Data","convergencedata.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConvergentIS","convergentis.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConverSight","conversight.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conversion","conversion.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConversionAB | Shopify Agency","conversionab.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conversly.Ai","conversly.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convertr","convertr.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"ConverzAI","converzai.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Conveyor","conveyor.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convoke","convoke.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convosight","convosight.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convoso","convoso.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convr","convr.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Convrs","convrs.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coolfire","coolfiresolutions.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cooper","cooper.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cooper Software","coopersoftware.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coalition for Open Process Automation (COPA)","copacontrol.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Copado","copado.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coperniq","coperniq.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Copilot4DevOps","copilot4devops.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoPlane","coplane.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coplug","coplug.co.uk","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"IFS Copperleaf","copperleaf.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Ballin AI","coppin.edu","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Copyleaks","copyleaks.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coram AI","coram.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cord","cord.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cordance","cordance.co","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cordiance","cordiance.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreBridge","corebridge.net","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreCare","corecare.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoRecruit (formerly Quil)","corecruit.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreData","coredata.ca","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coreform Inc.","coreform.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corefy","corefy.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Coremaker","coremaker.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Core Mobile AI","coremobileinc.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corent Technology, Inc.","corenttech.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Core Solutions, Inc.","coresolutionsinc.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreStack","corestack.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corestream","corestream.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Studycast","corestudycast.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreTek Labs","coretek.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreView","coreview.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corevist","corevist.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CoreVitals","corevitals.me","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corios","coriosgroup.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cornerstone AI","cornerstoneai.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CornerstoneX","cornerstonex.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CorporateGift.com","corporategift.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corp Ten International","corpten.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corra | A company of Publicis Sapient","corra.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"CorralData","corraldata.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corso","corso.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corso Systems","corsosystems.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cortex","cortex.io","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cortex","cortexhc.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cortex Building Intelligence","cortexintel.com","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Corti","corti.ai","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
"Cortico Health","cortico.health","","","","","","SaaS-adjacent industries (Blitz filter)","","yes","Firmographic-qualified via Blitz bulk company+people search 2026-09-21; founder-presence approximated by contact location filter (US/GB/CA), not individually verified"
